#No,nProcs,solver,executionTimePerTimeStepAve[s],clockTimePerTimeStepAve[s],executionTimePerTimeStepAve/No1,clockTimePerTimeStepAve/No1
1,200,PCG-DIC,0.29460000000000003,0.29333333333333339,1.0,1.0
2,160,PCG-DIC,0.38296000000000002,0.38800000000000001,1.2999321113374067,1.3227272727272725
3,80,PCG-DIC,0.84976000000000007,0.85199999999999998,2.8844534962661235,2.9045454545454539
4,80,GAMG-DIC,1.1881200000000001,1.1879999999999999,4.0329938900203661,4.0499999999999989
5,160,GAMG-DIC,1.2745199999999999,1.2840000000000003,4.3262729124236241,4.377272727272727
6,200,GAMG-DIC,1.2898333333333334,1.29,4.3782529984159311,4.3977272727272716
7,40,GAMG-DIC,1.6717600000000001,1.6759999999999997,5.6746775288526816,5.7136363636363612
8,40,PCG-DIC,2.16168,2.1680000000000001,7.337678207739307,7.3909090909090898
9,20,GAMG-DIC,4.0011999999999999,4.0119999999999996,13.581805838424982,13.677272727272722
10,20,PCG-DIC,4.6486399999999994,4.6639999999999997,15.779497623896805,15.899999999999995
