#Dir,file,mx,my,mz,deltaT,endTime,method,nx,ny,nz,simulationType,LESModel,delta,solver,preconditioner,Build,Date,Time,nProcs,nCells,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ExectutionTime0(s),ExectutionTime1(s),ExectutionTime/Steps(s)
n_00008/mpi_00012/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-solver_GAMG-smoother_GaussSeidel,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,laminar,laminar,cubeRootVol,GAMG,GaussSeidel,dev-4b193b1cea31,Jan 10 2018,19:36:09,12,2995200,0.452684,0.458978,0.017889,9.78668e-06,2,0.141411,9.98228e-06,4,0.136055,1.58277e-06,4,0.986015,0.0382082,5,0.909254,9.46947e-07,83,1.23938e-09,-3.4646e-20,-2.24335e-19,3.33602e-14,-3.40253e-20,-2.5836e-19,11,17.29,95.99,7.87
n_00008/mpi_00012/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-solver_PCG-preconditioner_diagonal,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,laminar,laminar,cubeRootVol,PCG,diagonal,dev-4b193b1cea31,Jan 10 2018,19:23:19,12,2995200,0.452684,0.458978,0.017889,9.78668e-06,2,0.141515,9.98664e-06,4,0.136054,1.57884e-06,4,0.986014,0.0491336,90,0.909996,9.87525e-07,1834,1.59305e-09,-5.1872e-20,-1.50499e-20,3.55202e-14,-5.40813e-20,-6.91312e-20,11,16.89,72.94,5.605
n_00008/mpi_00012/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-solver_PCG-preconditioner_DIC,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,laminar,laminar,cubeRootVol,PCG,DIC,dev-4b193b1cea31,Jan 10 2018,19:09:40,12,2995200,0.452684,0.458978,0.017889,9.78668e-06,2,0.14151,9.98177e-06,4,0.136066,1.57888e-06,4,0.986026,0.0474599,51,0.909768,9.69497e-07,1124,1.53885e-09,-4.16158e-20,1.82243e-20,3.46216e-14,-3.85668e-20,-2.03425e-20,11,34.47,72.72,3.825
n_00008/mpi_00012/simulationType_LESModel-LESModel_Smagorinsky-delta_vanDriest-solver_GAMG-smoother_GaussSeidel,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,LESModel,Smagorinsky,vanDriest,GAMG,GaussSeidel,dev-4b193b1cea31,Jan 10 2018,20:10:02,12,2995200,0.451803,0.458979,0.0142051,8.26453e-06,2,0.232267,1.35332e-06,5,0.228003,4.54036e-06,4,0.844543,0.0324121,5,0.864471,9.97457e-07,81,1.16798e-09,2.15128e-20,-1.56666e-19,3.5673e-14,2.1667e-20,-1.34999e-19,11,15.72,105.87,9.015
n_00008/mpi_00012/simulationType_LESModel-LESModel_Smagorinsky-delta_vanDriest-solver_PCG-preconditioner_diagonal,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,LESModel,Smagorinsky,vanDriest,PCG,diagonal,dev-4b193b1cea31,Jan 10 2018,19:59:41,12,2995200,0.451803,0.458979,0.0142051,8.26453e-06,2,0.231242,1.3419e-06,5,0.226579,4.48266e-06,4,0.844568,0.0420175,90,0.865668,9.80555e-07,1650,1.5172e-09,8.15651e-21,-1.3113e-19,3.57641e-14,8.35819e-21,-1.22771e-19,11,16.26,36.74,2.048
n_00008/mpi_00012/simulationType_LESModel-LESModel_Smagorinsky-delta_vanDriest-solver_PCG-preconditioner_DIC,log.pimpleFoam.1508682,240,130,96,0.002000,0.022000,scotch,-,-,-,LESModel,Smagorinsky,vanDriest,PCG,DIC,dev-4b193b1cea31,Jan 10 2018,19:48:17,12,2995200,0.451803,0.458979,0.0142051,8.26454e-06,2,0.23137,1.344e-06,5,0.227022,4.49937e-06,4,0.844461,0.0409638,50,0.865232,9.62093e-07,1123,1.47864e-09,-1.16494e-20,-2.93126e-19,3.48532e-14,-1.04456e-20,-3.03572e-19,11,8.84,24.02,1.518
