#decomposeParDict,method,fvSolution,solveBatch,log,Build,Date,Time,nNodes,nProcs,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimePerStepWOLastStep,ClockTimePerStep,ExecutionTimePerStepWOLastStep,ExecutionTimePerStep
mpi_00256-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:04:43,8,256,0.454204,0.458642,0.016723,8.3597e-07,3,0.12611,8.06582e-06,4,0.118764,3.7098e-06,4,0.748228,0.0339523,9,0.754187,9.88381e-07,445,4.76877e-11,-1.96559e-20,-1.52982e-19,1.54553e-15,-1.45153e-20,-1.67497e-19,10,12,53,58,11.65,52.03,57.11,5.125,5.11111,5.0475,5.05111
mpi_00512-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:12:10,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.85651e-07,426,6.05516e-11,-6.33411e-21,-3.76216e-19,1.77948e-15,-1.30411e-21,-3.7752e-19,10,6,20,22,4.83,19.04,20.72,1.75,1.77778,1.77625,1.76556
mpi_00512-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:12:16,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.8556e-07,426,6.05516e-11,-2.92325e-21,-3.55229e-19,1.77932e-15,-3.43253e-21,-3.58661e-19,10,6,23,25,5.26,22.08,24.15,2.125,2.11111,2.1025,2.09889
mpi_00512-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:12:55,16,512,0.454205,0.460981,0.0167244,8.94853e-07,3,0.477644,1.28293e-06,5,0.441741,7.81196e-07,5,0.477909,0.0238539,131,0.119151,9.92365e-07,1192,2.38366e-09,5.46414e-22,-3.75036e-19,8.63718e-14,1.76202e-21,-3.73274e-19,10,5,22,26,4.55,21.03,25.36,2.125,2.33333,2.06,2.31222
mpi_00512-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:07:35,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.86747e-07,426,6.05516e-11,-3.58297e-21,-3.53406e-19,1.78136e-15,-1.3095e-21,-3.54716e-19,10,5,18,20,4.32,17.14,18.65,1.625,1.66667,1.6025,1.59222
mpi_00512-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:08:51,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.84935e-07,426,6.05516e-11,-9.44265e-21,-4.18012e-19,1.77826e-15,-2.97678e-22,-4.18309e-19,10,6,21,23,5.28,20.25,22.09,1.875,1.88889,1.87125,1.86778
mpi_00512-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:09:55,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.85562e-07,426,6.05516e-11,-4.69471e-21,-3.96761e-19,1.77933e-15,-6.79267e-21,-4.03554e-19,10,5,17,19,4.13,16.65,18.12,1.5,1.55556,1.565,1.55444
mpi_00512-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:10:31,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.85418e-07,426,6.05516e-11,-3.29923e-21,-4.22288e-19,1.77907e-15,-1.98811e-21,-4.24276e-19,10,7,25,27,5.54,23.43,25.54,2.25,2.22222,2.23625,2.22222
mpi_00512-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:10:37,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.98966e-07,425,6.05516e-11,-8.79495e-21,-4.14264e-19,1.80233e-15,-9.64779e-21,-4.23912e-19,10,8,30,33,7.45,29.26,31.89,2.75,2.77778,2.72625,2.71556
mpi_00512-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:11:24,16,512,0.454204,0.458642,0.016723,8.93756e-07,3,0.127075,8.94776e-06,4,0.118523,4.1473e-06,4,0.757239,0.035605,9,0.763252,9.84452e-07,426,6.05516e-11,-4.91558e-21,-4.09414e-19,1.77743e-15,-1.18368e-20,-4.21251e-19,10,7,24,27,5.99,23.85,25.94,2.125,2.22222,2.2325,2.21667
