#log,decomposeParDict,method,fvSolution,solveBatch,Build,Date,Time,nNodes,nProcs,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimePerStepWOLastStep,ClockTimePerStep,ExecutionTimePerStepWOLastStep,ExecutionTimePerStep
log.pimpleFoam.1th,mpi_0010-method_scotch,scotch,GAMG-DIC,OF41_Icc_INTELMPI_1socket,4.1,Nov 17 2016,12:08:02,1,10,0.448854,0.459928,0.00320948,1.00598e-06,2,0.0210332,4.35045e-06,3,0.0396911,6.49045e-06,3,0.832465,0.0188986,3,0.834495,9.9751e-07,36,1.12992e-10,-7.3024e-21,-9.49313e-19,6.00257e-15,-1.36537e-20,-9.62966e-19,52,71,3537,3597,69.54,3537.68,3597.34,69.32,69.1373,69.3628,69.1725
log.pimpleFoam.1th,mpi_0010-method_scotch,scotch,PCG-DIC,OF41_Icc_INTELMPI_1socket,4.1,Nov 17 2016,13:10:18,1,10,0.448854,0.459928,0.00320948,1.00598e-06,2,0.0214585,4.40416e-06,3,0.0399572,6.5237e-06,3,0.833285,0.041008,32,0.83915,9.74687e-07,952,2.45699e-10,-6.22751e-21,-1.10858e-18,5.95874e-15,-2.68885e-21,-1.11127e-18,52,203,10468,10677,201.61,10473,10681.6,205.3,205.373,205.428,205.49
