#No,nProcs,solver,executionTimePerTimeStepAve[s],clockTimePerTimeStepAve[s],executionTimePerTimeStepAve/No1,clockTimePerTimeStepAve/No1
1,240,PCG-DIC,0.37959999999999994,0.38800000000000001,1.0,1.0
2,200,PCG-DIC,0.50204000000000004,0.504,1.3225500526870393,1.2989690721649485
3,160,PCG-DIC,0.58431999999999995,0.58399999999999996,1.539304531085353,1.5051546391752575
4,120,PCG-DIC,0.95272000000000001,0.95199999999999996,2.5097997892518444,2.4536082474226801
5,200,GAMG-DIC,1.3928400000000001,1.3919999999999999,3.66923076923077,3.5876288659793811
6,120,GAMG-DIC,1.4967999999999999,1.496,3.9430979978925187,3.8556701030927836
7,80,PCG-DIC,1.5553200000000003,1.5600000000000001,4.0972602739726041,4.0206185567010309
8,160,GAMG-DIC,1.5940799999999999,1.5959999999999999,4.1993677555321396,4.1134020618556697
9,80,GAMG-DIC,1.6422399999999999,1.6440000000000001,4.3262381454162284,4.2371134020618557
10,40,GAMG-DIC,2.6926399999999999,2.6919999999999997,7.0933614330874617,6.9381443298969065
11,40,PCG-DIC,3.5710799999999998,3.5680000000000005,9.4074815595363557,9.1958762886597949
12,20,GAMG-DIC,6.2938000000000001,6.2919999999999998,16.580084299262385,16.216494845360824
13,20,PCG-DIC,7.1659600000000001,7.1719999999999997,18.877660695468919,18.484536082474225
14,10,GAMG-DIC,9.342039999999999,9.3520000000000003,24.610221285563753,24.103092783505154
15,10,PCG-DIC,15.844640000000002,15.843999999999999,41.740358271865134,40.835051546391753
