#Dir,file,mx,my,mz,deltaT,endTime,method,nx,ny,nz,simulationType,LESModel,delta,calcInterval,solver,preconditioner,Build,Date,Time,nProcs,nCells,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.525080,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,08:35:46,40,2995200,0.445924,0.461484,0.003552,3.85572e-06,2,0.0753685,3.08234e-06,4,0.0962397,1.80166e-06,4,0.833131,0.0283464,2,0.829446,9.79464e-07,28,9.27302e-10,9.68402e-20,-1.7199e-18,3.20859e-14,8.09526e-20,-1.63894e-18,52,3.9,151.26,154.17,5,152,156
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.525111,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,09:12:48,40,2995200,0.445924,0.461484,0.003552,3.85572e-06,2,0.0753685,3.08234e-06,4,0.0962397,1.80166e-06,4,0.833131,0.0283464,2,0.829446,9.79464e-07,28,9.27302e-10,9.68402e-20,-1.7199e-18,3.20859e-14,8.09526e-20,-1.63894e-18,52,3.92,151.17,154.07,5,152,156
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.525154,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,09:28:30,40,2995200,0.445924,0.461484,0.003552,3.85572e-06,2,0.0753685,3.08234e-06,4,0.0962397,1.80166e-06,4,0.833131,0.0283464,2,0.829446,9.79464e-07,28,9.27302e-10,9.68402e-20,-1.7199e-18,3.20859e-14,8.09526e-20,-1.63894e-18,52,3.96,145.59,148.39,5,147,151
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.525822,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,14:42:30,40,2995200,0.445924,0.461484,0.003552,3.85572e-06,2,0.0753685,3.08234e-06,4,0.0962397,1.80166e-06,4,0.833131,0.0283464,2,0.829446,9.79464e-07,28,9.27302e-10,9.68402e-20,-1.7199e-18,3.20859e-14,8.09526e-20,-1.63894e-18,52,3.93,151.13,154.04,5,153,156
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.525044,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,07:53:32,40,2995200,0.445924,0.461484,0.003552,3.85571e-06,2,0.0756755,3.09772e-06,4,0.0962919,1.8333e-06,4,0.833357,0.0395837,14,0.835626,9.65413e-07,262,1.29513e-09,3.15308e-19,2.08571e-18,3.27198e-14,3.27438e-19,2.41315e-18,52,7.02,201.77,205.38,8,203,208
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.525077,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,08:31:59,40,2995200,0.445924,0.461484,0.003552,3.85571e-06,2,0.0756755,3.09772e-06,4,0.0962919,1.8333e-06,4,0.833357,0.0395837,14,0.835626,9.65413e-07,262,1.29513e-09,3.15308e-19,2.08571e-18,3.27198e-14,3.27438e-19,2.41315e-18,52,6.88,201.62,205.25,8,202,207
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.525107,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,09:08:59,40,2995200,0.445924,0.461484,0.003552,3.85571e-06,2,0.0756755,3.09772e-06,4,0.0962919,1.8333e-06,4,0.833357,0.0395837,14,0.835626,9.65413e-07,262,1.29513e-09,3.15308e-19,2.08571e-18,3.27198e-14,3.27438e-19,2.41315e-18,52,6.82,201.45,205.07,7,202,206
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.525228,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,10:06:35,40,2995200,0.445924,0.461484,0.003552,3.85571e-06,2,0.0756755,3.09772e-06,4,0.0962919,1.8333e-06,4,0.833357,0.0395837,14,0.835626,9.65413e-07,262,1.29513e-09,3.15308e-19,2.08571e-18,3.27198e-14,3.27438e-19,2.41315e-18,52,6.93,201.41,205.07,9,204,209
n_00008/mpi_00040/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_PCG-preconditioner_DIC,log.525550,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,PCG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,12:14:52,40,2995200,0.445924,0.461484,0.003552,3.85571e-06,2,0.0756755,3.09772e-06,4,0.0962919,1.8333e-06,4,0.833357,0.0395837,14,0.835626,9.65413e-07,262,1.29513e-09,3.15308e-19,2.08571e-18,3.27198e-14,3.27438e-19,2.41315e-18,52,7.5,202.23,205.86,9,204,209
n_00008/mpi_00080/simulationType_laminar-LESModel_laminar-delta_cubeRootVol-calcInterval_1-solver_GAMG-smoother_DIC,log.525156,240,130,96,0.002000,0.104000,scotch,-,-,-,laminar,laminar,cubeRootVol,1,GAMG,DIC,2.3.0-f5222ca19ce6,Nov 16 2015,09:30:30,80,2995200,0.445924,0.461484,0.003552,3.90615e-06,2,0.0756198,2.80172e-06,4,0.103694,2.21075e-06,4,0.833548,0.0299621,2,0.829537,8.77581e-07,33,9.84245e-10,-1.79031e-19,1.4439e-18,2.87012e-14,-1.87812e-19,1.25609e-18,52,2.26,84.02,85.69,3,85,88
