#No,nProcs,solver,executionTimePerTimeStepAve[s],clockTimePerTimeStepAve[s],executionTimePerTimeStepAve/No1,clockTimePerTimeStepAve/No1
1,200,PCG-DIC,0.46011999999999997,0.46000000000000008,1.0,1.0
2,160,PCG-DIC,0.6934800000000001,0.69600000000000006,1.5071720420759804,1.5130434782608695
3,120,PCG-DIC,0.97640000000000016,0.97599999999999998,2.1220551160566812,2.1217391304347823
4,200,GAMG-DIC,1.11128,1.1120000000000001,2.4151960358167437,2.4173913043478259
5,160,GAMG-DIC,1.1986000000000001,1.2033333333333334,2.6049726158393467,2.6159420289855069
6,120,GAMG-DIC,1.2628400000000002,1.268,2.7445883682517609,2.7565217391304344
7,80,PCG-DIC,1.53664,1.532,3.3396505259497524,3.3304347826086951
8,80,GAMG-DIC,1.63052,1.6359999999999999,3.5436842562809705,3.5565217391304338
9,40,GAMG-DIC,2.9228000000000001,2.9240000000000004,6.352255933234809,6.3565217391304349
10,40,PCG-DIC,3.8933200000000001,3.8959999999999999,8.4615317743197433,8.4695652173913025
11,20,GAMG-DIC,6.6492666666666667,6.6566666666666663,14.451157669013881,14.47101449275362
12,20,PCG-DIC,7.7415599999999998,7.7519999999999998,16.825089107189431,16.852173913043476
13,10,GAMG-DIC,9.6603200000000022,9.6639999999999979,20.99521863861602,21.008695652173905
14,10,PCG-DIC,16.11656,16.128,35.026862557593674,35.060869565217388
