#log,decomposeParDict,method,fvSolution,solveBatch,Build,Date,Time,nNodes,nProcs,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimePerStepWOLastStep,ClockTimePerStep,ExecutionTimePerStepWOLastStep,ExecutionTimePerStep
log.pimpleFoam.No1,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 25 2016,00:31:39,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,341,11671,11867,329.7,11657,11853.2,231.224,230.52,231.169,230.47
log.pimpleFoam.No2,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 25 2016,12:29:08,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,349,11739,11936,331.56,11722.8,11919.8,232.449,231.74,232.474,231.765
log.pimpleFoam.No3,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 26 2016,13:11:50,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,358,12233,12439,341.97,12214.1,12421,242.347,241.62,242.288,241.581
log.pimpleFoam.No4,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 26 2016,14:18:57,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,354,11950,12150,336.73,11930.7,12131.4,236.653,235.92,236.612,235.893
log.pimpleFoam.No5,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 26 2016,18:31:26,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,342,11674,11871,329.76,11659.1,11855.5,231.265,230.58,231.211,230.515
log.pimpleFoam.No6,mpi_00008,scotch,PCG-DIC,OF230_Gcc_OpenMPI,2.3.0-f5222ca19ce6,Sep 26 2016,22:59:36,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.9859e-07,485,2.48234e-10,-2.15355e-20,6.01666e-22,6.55038e-15,-1.76874e-20,-1.70858e-20,51,345,11687,11883,330.42,11668.8,11865,231.469,230.76,231.396,230.692
log.pimpleFoam.No1,mpi_00008,scotch,PCG-DIC,OF230_Icc14_IntelMPI513,2.3.0-f5222ca19ce6,Sep 25 2016,07:43:01,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.99254e-07,482,2.48234e-10,4.19827e-21,-3.57086e-19,6.55474e-15,1.4909e-21,-3.55595e-19,51,351,11872,12070,335.51,11846.8,12044.7,235.122,234.38,234.924,234.184
log.pimpleFoam.No2,mpi_00008,scotch,PCG-DIC,OF230_Icc14_IntelMPI513,2.3.0-f5222ca19ce6,Sep 25 2016,12:29:04,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.92323e-07,483,2.48234e-10,1.66525e-19,9.07031e-19,6.51269e-15,-4.33769e-20,8.63654e-19,51,349,11784,11982,332.39,11762.6,11959.9,233.367,232.66,233.27,232.55
log.pimpleFoam.No3,mpi_00008,scotch,PCG-DIC,OF230_Icc14_IntelMPI513,2.3.0-f5222ca19ce6,Sep 26 2016,13:11:20,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232046,5.07392e-06,3,0.0380921,5.57966e-06,3,0.824257,0.0409422,27,0.830654,9.98044e-07,483,2.48234e-10,1.85679e-19,1.09331e-18,6.54676e-15,-2.41504e-20,1.06916e-18,51,380,12074,12276,339.9,12028.6,12230.5,238.653,237.92,238.545,237.812
log.pimpleFoam.No4,mpi_00008,scotch,PCG-DIC,OF230_Icc14_IntelMPI513,2.3.0-f5222ca19ce6,Sep 26 2016,14:18:50,1,8,0.448935,0.459896,0.00326697,1.00868e-06,2,0.0232047,5.07393e-06,3,0.0380921,5.57965e-06,3,0.824257,0.0409422,27,0.830654,9.99902e-07,482,2.48234e-10,7.31803e-20,-8.33757e-19,6.55916e-15,7.77332e-20,-7.56024e-19,51,347,11835,12033,332.7,11820.5,12018.9,234.449,233.72,234.445,233.724
